client_id,process_step,logons_6_mnth,calls_6_mnth,engagement_score,clnt_tenure_yr,clnt_age,gendr,num_accts,bal
6086740,3,27.0,18.0,48.0,21.0,62.5,F,2.0,28485.33
9707635,3,27.0,18.0,48.0,7.0,81.0,F,2.0,107763.8
1681520,3,27.0,18.0,48.0,12.0,54.5,M,3.0,145579.72999999998
9600289,8,32.0,8.0,48.0,14.0,50.0,F,2.0,33241.06
4743262,4,28.0,16.0,48.0,24.0,47.5,F,2.0,168911.38
9711004,3,27.0,18.0,48.0,14.0,25.0,F,2.0,38120.89
416724,4,28.0,16.0,48.0,18.0,54.5,F,3.0,1451478.3099999998
2828351,3,27.0,18.0,48.0,18.0,50.5,M,3.0,662751.9500000001
1676632,3,27.0,18.0,48.0,8.0,64.5,M,3.0,1030196.4
887605,6,30.0,12.0,48.0,17.0,68.5,F,2.0,57705.81
5139771,3,27.0,18.0,48.0,9.0,32.5,F,4.0,533261.6900000001
7553676,3,27.0,18.0,48.0,13.0,32.5,M,4.0,116170.65
6217257,3,27.0,18.0,48.0,29.0,87.5,M,2.0,428754.82
8124075,6,30.0,12.0,48.0,18.0,77.0,F,2.0,31790.76
3806743,8,32.0,8.0,48.0,20.0,30.5,F,2.0,31124.73
3805781,3,27.0,18.0,48.0,22.0,45.5,M,3.0,290772.6
8272750,3,27.0,18.0,48.0,13.0,60.0,M,2.0,121863.04
1610849,3,27.0,18.0,48.0,9.0,38.0,M,4.0,99732.71
8267883,4,28.0,16.0,48.0,21.0,52.5,F,3.0,696611.66
9610725,4,28.0,16.0,48.0,15.0,58.5,F,2.0,33116.24
631016,3,27.0,18.0,48.0,12.0,62.0,F,2.0,68757.42
7789006,4,28.0,16.0,48.0,15.0,52.5,F,3.0,143917.5
1939085,12,36.0,0.0,48.0,19.0,64.5,F,2.0,300620.19
4818716,4,28.0,16.0,48.0,9.0,50.0,F,2.0,70719.2
5968386,3,27.0,18.0,48.0,13.0,31.0,M,3.0,264354.98
5555581,4,28.0,16.0,48.0,16.0,64.0,F,2.0,259313.79
9744723,3,27.0,18.0,48.0,18.0,28.5,F,3.0,80612.65
9423309,3,27.0,18.0,48.0,12.0,29.0,M,3.0,227890.06
1910641,3,27.0,18.0,48.0,15.0,34.5,F,3.0,331499.89
7794911,3,27.0,18.0,48.0,15.0,68.5,F,2.0,48419.23
4230237,3,27.0,18.0,48.0,15.0,85.5,F,3.0,1600244.27
927899,3,27.0,18.0,48.0,8.0,46.5,F,2.0,24879.89
6209729,3,27.0,18.0,48.0,14.0,38.0,F,2.0,90842.27
7544723,6,30.0,12.0,48.0,8.0,54.5,F,2.0,58074.84
2963023,3,27.0,18.0,48.0,18.0,64.5,M,4.0,308414.15
1936570,3,27.0,18.0,48.0,16.0,65.5,M,2.0,44129.89
8722938,3,27.0,18.0,48.0,28.0,73.0,F,2.0,179284.46000000002
9589889,3,27.0,18.0,48.0,14.0,53.5,F,4.0,185657.45
9748293,3,27.0,18.0,48.0,10.0,29.5,F,4.0,767222.76
9417304,4,28.0,16.0,48.0,8.0,72.0,F,2.0,102986.86
1927858,3,27.0,18.0,48.0,14.0,51.0,M,2.0,94385.49
649624,3,27.0,18.0,48.0,10.0,67.5,M,2.0,73606.86
3210992,12,36.0,0.0,48.0,9.0,60.5,F,2.0,50093.87
935970,4,28.0,16.0,48.0,15.0,44.0,F,2.0,340247.29
6737832,3,27.0,18.0,48.0,9.0,32.5,M,3.0,91472.93
4727155,3,27.0,18.0,48.0,14.0,68.0,M,2.0,49165.89
2958700,3,27.0,18.0,48.0,25.0,81.0,M,2.0,83511.16
5448277,8,32.0,8.0,48.0,3.0,70.5,F,2.0,152670.27000000002
8231864,4,28.0,16.0,48.0,10.0,70.5,F,2.0,69451.47
5139624,3,27.0,18.0,48.0,10.0,50.5,M,2.0,482074.25
3007171,4,28.0,16.0,48.0,27.0,24.5,F,2.0,38303.9
5991538,3,27.0,18.0,48.0,15.0,41.0,F,2.0,48300.41
4809920,3,27.0,18.0,48.0,15.0,59.0,F,4.0,237439.76
7779515,3,27.0,18.0,48.0,14.0,54.0,F,3.0,644069.9400000001
7226122,3,27.0,18.0,48.0,10.0,30.5,M,2.0,65306.98
4825865,3,27.0,18.0,48.0,9.0,61.5,M,2.0,90698.85
5060779,3,27.0,18.0,48.0,14.0,36.5,M,2.0,65037.16
8886146,6,30.0,12.0,48.0,13.0,64.5,M,2.0,87248.29999999999
8917050,6,30.0,12.0,48.0,21.0,52.5,F,2.0,69541.54999999999
3183559,4,28.0,16.0,48.0,21.0,21.5,F,3.0,102754.79
6427675,3,27.0,18.0,48.0,27.0,62.5,F,3.0,170373.13
1894742,3,27.0,18.0,48.0,8.0,58.5,F,2.0,39627.26
8127978,4,28.0,16.0,48.0,26.0,49.5,M,2.0,543535.89
6865176,3,27.0,18.0,48.0,15.0,28.5,M,3.0,295547.64
1643251,3,27.0,18.0,48.0,22.0,74.5,M,3.0,557165.4400000001
4243487,3,27.0,18.0,48.0,8.0,41.0,M,3.0,194124.54
3194023,3,27.0,18.0,48.0,23.0,46.5,M,3.0,262259.94
9437350,3,27.0,18.0,48.0,22.0,68.5,M,3.0,247852.77
4048734,3,27.0,18.0,48.0,24.0,55.5,M,2.0,70049.81
9618239,6,30.0,12.0,48.0,13.0,58.5,F,2.0,129497.75
3196595,3,27.0,18.0,48.0,20.0,59.5,F,3.0,476991.91
5449569,6,30.0,12.0,48.0,12.0,71.5,F,2.0,34365.619999999995
8369695,12,36.0,0.0,48.0,10.0,23.5,M,2.0,32962.28
691954,4,28.0,16.0,48.0,23.0,68.0,F,2.0,51972.91
8244716,3,27.0,18.0,48.0,28.0,73.5,M,3.0,3544460.02
6497656,3,27.0,18.0,48.0,8.0,33.0,M,2.0,84749.54000000001
6741208,6,30.0,12.0,48.0,15.0,37.0,M,2.0,171411.51
7252042,3,27.0,18.0,48.0,22.0,54.5,M,3.0,452033.75
1708852,3,27.0,18.0,48.0,20.0,46.5,F,2.0,29696.91
4794611,3,27.0,18.0,48.0,16.0,57.5,F,2.0,252052.0
750627,8,32.0,8.0,48.0,33.0,81.0,M,4.0,643422.15
7630153,12,36.0,0.0,48.0,24.0,55.5,F,2.0,46030.49
9510039,3,27.0,18.0,48.0,21.0,57.5,F,2.0,31060.73
5588474,4,28.0,16.0,48.0,13.0,56.5,F,2.0,169111.63
7100907,3,27.0,18.0,48.0,10.0,63.0,M,3.0,241912.27
8207876,4,28.0,16.0,48.0,10.0,44.0,M,2.0,28185.24
3943876,3,27.0,18.0,48.0,10.0,38.5,M,2.0,49828.52
8292336,3,27.0,18.0,48.0,16.0,68.5,F,3.0,62193.64
6458159,3,27.0,18.0,48.0,9.0,23.5,M,3.0,88254.22
7290940,4,28.0,16.0,48.0,12.0,36.0,F,3.0,214397.4
805889,3,27.0,18.0,48.0,6.0,66.5,M,2.0,185867.84000000003
3909011,3,27.0,18.0,48.0,15.0,36.5,M,2.0,101771.26
802785,3,27.0,18.0,48.0,10.0,29.5,F,2.0,76418.7
1781498,3,27.0,18.0,48.0,19.0,69.5,F,2.0,976815.83
6146263,3,27.0,18.0,48.0,11.0,37.5,F,2.0,26280.08
3943790,3,27.0,18.0,48.0,10.0,33.0,M,4.0,729201.8400000001
7299097,3,27.0,18.0,48.0,19.0,57.0,M,2.0,147129.49
9509555,3,27.0,18.0,48.0,11.0,24.5,F,2.0,60769.31
9670485,3,27.0,18.0,48.0,10.0,33.5,F,2.0,67423.19
5508214,3,27.0,18.0,48.0,11.0,64.5,M,2.0,393596.34
8798149,12,36.0,0.0,48.0,16.0,50.0,F,3.0,218582.15
7733227,3,27.0,18.0,48.0,9.0,57.5,M,2.0,34359.52
3046008,3,27.0,18.0,48.0,20.0,83.5,F,2.0,63321.39
962198,3,27.0,18.0,48.0,11.0,38.5,M,3.0,105214.3
6531047,3,27.0,18.0,48.0,8.0,38.5,F,2.0,39925.35
3897297,3,27.0,18.0,48.0,27.0,59.5,M,2.0,218923.9
8980288,3,27.0,18.0,48.0,9.0,27.5,M,2.0,99912.26
9671649,3,27.0,18.0,48.0,18.0,68.5,F,2.0,87513.98999999999
816509,6,30.0,12.0,48.0,14.0,66.0,F,2.0,69512.92
810575,6,30.0,12.0,48.0,14.0,43.5,M,2.0,61376.96
6051158,4,28.0,16.0,48.0,6.0,79.0,F,2.0,135113.34999999998
4069950,3,27.0,18.0,48.0,13.0,70.5,M,3.0,414057.91
8809502,8,32.0,8.0,48.0,20.0,47.5,F,2.0,33532.44
500488,3,27.0,18.0,48.0,12.0,63.5,F,2.0,45608.37
763479,3,27.0,18.0,48.0,6.0,22.5,F,2.0,43384.19
1783253,3,27.0,18.0,48.0,12.0,28.5,M,3.0,121857.53
798999,3,27.0,18.0,48.0,20.0,60.5,M,2.0,36602.71
4098525,3,27.0,18.0,48.0,22.0,54.5,M,2.0,710948.9800000001
8953118,6,30.0,12.0,48.0,8.0,57.5,F,3.0,177587.88
5100840,3,27.0,18.0,48.0,15.0,27.5,M,3.0,74643.6
4687647,3,27.0,18.0,48.0,17.0,71.5,M,2.0,282837.5
5602040,3,27.0,18.0,48.0,19.0,58.5,M,2.0,49298.32
3923623,3,27.0,18.0,48.0,5.0,26.0,M,2.0,36759.38
6836346,3,27.0,18.0,48.0,15.0,63.0,M,3.0,251822.64
5104912,3,27.0,18.0,48.0,31.0,69.0,F,2.0,29315.82
1803928,3,27.0,18.0,48.0,16.0,53.0,F,2.0,150945.8
8300568,3,27.0,18.0,48.0,23.0,38.0,M,3.0,172868.09999999998
7619304,3,27.0,18.0,48.0,10.0,25.5,M,3.0,89243.4
8296896,3,27.0,18.0,48.0,21.0,65.5,M,2.0,1459842.89
4690077,4,28.0,16.0,48.0,11.0,64.5,M,3.0,669728.51
1814596,3,27.0,18.0,48.0,15.0,46.5,M,2.0,24901.19
6131718,6,30.0,12.0,48.0,19.0,64.5,F,2.0,105136.88
1805954,8,32.0,8.0,48.0,20.0,65.0,M,2.0,116484.7
1820415,3,27.0,18.0,48.0,16.0,36.5,F,3.0,41187.55
9515063,6,30.0,12.0,48.0,22.0,58.0,F,2.0,24042.76
6829681,3,27.0,18.0,48.0,17.0,58.5,F,2.0,32550.52
2923048,4,28.0,16.0,48.0,16.0,60.5,M,2.0,260478.83
6143388,8,32.0,8.0,48.0,10.0,54.0,M,2.0,121567.41
766317,4,28.0,16.0,48.0,8.0,39.0,M,2.0,57154.61
4107185,3,27.0,18.0,48.0,22.0,43.5,M,2.0,158186.51
1787233,3,27.0,18.0,48.0,6.0,48.5,F,2.0,42635.4
1825679,4,28.0,16.0,48.0,10.0,66.0,M,2.0,101102.15
1824825,3,27.0,18.0,48.0,31.0,55.0,F,2.0,113947.12
7711917,3,27.0,18.0,48.0,4.0,43.0,M,3.0,26570.66
7612839,3,27.0,18.0,48.0,18.0,39.5,M,3.0,101282.37
7716583,8,32.0,8.0,48.0,21.0,55.0,F,3.0,189138.78
2003412,3,27.0,18.0,48.0,14.0,40.5,M,3.0,308242.12
1795781,6,30.0,12.0,48.0,15.0,52.5,F,2.0,28968.22
9542338,3,27.0,18.0,48.0,30.0,57.5,F,2.0,49864.28999999999
786840,3,27.0,18.0,48.0,14.0,66.5,M,3.0,182406.63
751327,3,27.0,18.0,48.0,8.0,62.5,M,2.0,33712.36
750169,4,28.0,16.0,48.0,9.0,48.0,F,2.0,83017.81
6106797,3,27.0,18.0,48.0,21.0,65.0,M,4.0,350010.87
5089721,3,27.0,18.0,48.0,24.0,51.5,M,2.0,61974.12
7286667,4,28.0,16.0,48.0,15.0,72.0,M,2.0,256817.56
4707550,3,27.0,18.0,48.0,15.0,57.0,M,2.0,38866.98
1713302,4,28.0,16.0,48.0,5.0,61.5,M,2.0,377355.46
9483870,3,27.0,18.0,48.0,23.0,48.0,F,2.0,59930.42
7239443,3,27.0,18.0,48.0,15.0,47.5,F,2.0,66499.23999999999
837151,3,27.0,18.0,48.0,12.0,63.5,M,3.0,672114.01
5482843,3,27.0,18.0,48.0,21.0,34.0,M,3.0,91293.62
7653425,3,27.0,18.0,48.0,15.0,51.5,F,2.0,99869.94
9000325,3,27.0,18.0,48.0,23.0,25.0,M,2.0,26353.83
8939248,3,27.0,18.0,48.0,7.0,56.0,F,2.0,123456.92
2084279,6,30.0,12.0,48.0,7.0,48.5,M,3.0,362286.17
7109570,8,32.0,8.0,48.0,12.0,31.5,M,2.0,41812.52
6765419,4,28.0,16.0,48.0,10.0,73.5,F,2.0,541505.1900000001
5636801,3,27.0,18.0,48.0,14.0,62.0,F,2.0,89565.26
2865370,8,32.0,8.0,48.0,12.0,36.0,M,2.0,34591.149999999994
7582183,3,27.0,18.0,48.0,23.0,47.5,M,2.0,146554.59
6007709,3,27.0,18.0,48.0,9.0,39.0,F,2.0,42927.48
6110307,3,27.0,18.0,48.0,14.0,46.5,F,2.0,32412.13
3848142,3,27.0,18.0,48.0,21.0,54.0,M,2.0,195405.29
1703641,3,27.0,18.0,48.0,8.0,67.5,F,2.0,86881.32
1962774,8,32.0,8.0,48.0,21.0,58.0,F,2.0,235384.66
1867695,3,27.0,18.0,48.0,23.0,37.5,M,2.0,44183.13
8882046,6,30.0,12.0,48.0,9.0,53.5,F,2.0,42993.06
7233910,6,30.0,12.0,48.0,11.0,32.5,M,2.0,26414.78
4767326,4,28.0,16.0,48.0,9.0,34.5,M,2.0,81837.98999999999
597966,3,27.0,18.0,48.0,4.0,40.0,F,3.0,59224.12
843378,3,27.0,18.0,48.0,13.0,35.0,F,2.0,66154.91
2103672,4,28.0,16.0,48.0,33.0,67.5,F,2.0,116832.48
452359,3,27.0,18.0,48.0,17.0,42.5,M,3.0,433376.53
4666061,3,27.0,18.0,48.0,24.0,58.0,F,2.0,34183.23
4790729,3,27.0,18.0,48.0,16.0,45.0,M,2.0,70120.72
2092141,8,32.0,8.0,48.0,9.0,61.5,M,2.0,100535.67
846051,3,27.0,18.0,48.0,5.0,64.0,M,2.0,144021.91999999998
1974610,4,28.0,16.0,48.0,20.0,21.5,F,3.0,56721.84
1724101,3,27.0,18.0,48.0,13.0,35.0,M,2.0,34382.17
739415,3,27.0,18.0,48.0,20.0,61.5,F,3.0,593862.99
6162499,3,27.0,18.0,48.0,16.0,72.0,F,3.0,138062.77000000002
9495674,6,30.0,12.0,48.0,15.0,74.0,F,2.0,184702.68
6774962,3,27.0,18.0,48.0,7.0,29.5,M,2.0,81226.54000000001
5628037,6,30.0,12.0,48.0,14.0,58.5,F,2.0,186852.56
6507655,3,27.0,18.0,48.0,18.0,46.5,M,3.0,52988.98
6515538,3,27.0,18.0,48.0,4.0,62.5,M,2.0,448642.73
6163115,8,32.0,8.0,48.0,10.0,33.0,M,2.0,35832.44
7596360,6,30.0,12.0,48.0,14.0,29.0,F,2.0,44082.41
9646248,6,42.0,0.0,48.0,23.0,72.0,M,4.0,1987622.79
7700727,3,27.0,18.0,48.0,19.0,18.0,F,2.0,34306.899999999994
6791809,3,27.0,18.0,48.0,21.0,46.5,M,3.0,188279.39
9677377,3,27.0,18.0,48.0,9.0,32.5,F,4.0,74614.73999999999
5622010,3,27.0,18.0,48.0,21.0,57.0,F,5.0,106993.52
8797670,3,27.0,18.0,48.0,10.0,61.5,M,2.0,563912.5900000001
8329224,4,28.0,16.0,48.0,12.0,54.0,M,2.0,53004.08
8864706,3,27.0,18.0,48.0,23.0,46.0,M,2.0,147265.0
9566117,3,27.0,18.0,48.0,22.0,58.5,M,3.0,711597.65
7091126,3,27.0,18.0,48.0,12.0,57.0,F,4.0,198301.8
8943265,12,36.0,0.0,48.0,13.0,47.0,M,3.0,44340.28999999999
2870539,3,27.0,18.0,48.0,12.0,64.5,F,3.0,55428.22
4669560,3,27.0,18.0,48.0,5.0,30.0,M,2.0,28918.26
7645385,3,27.0,18.0,48.0,11.0,31.0,F,2.0,70586.0
6115596,3,27.0,18.0,48.0,18.0,54.5,F,3.0,506849.79
8215341,3,27.0,18.0,48.0,14.0,52.5,F,2.0,96226.69
8990227,3,27.0,18.0,48.0,24.0,56.0,F,2.0,644078.4700000001
829855,3,27.0,18.0,48.0,20.0,23.5,M,4.0,67355.76
473638,3,27.0,18.0,48.0,12.0,57.5,F,2.0,401108.62
6016803,8,32.0,8.0,48.0,23.0,53.5,M,3.0,120084.0
828776,3,27.0,18.0,48.0,6.0,45.0,M,3.0,272606.95
1852509,3,27.0,18.0,48.0,11.0,44.0,M,2.0,67765.37
3119321,3,27.0,18.0,48.0,8.0,47.5,M,2.0,105454.33
6538746,3,27.0,18.0,48.0,4.0,38.5,M,3.0,221374.49
1980260,3,27.0,18.0,48.0,10.0,69.5,F,2.0,194552.55
8375301,3,27.0,18.0,48.0,10.0,49.0,F,2.0,78916.73
6806627,4,28.0,16.0,48.0,27.0,77.0,M,2.0,86024.29000000001
4582528,3,27.0,18.0,48.0,10.0,29.0,M,4.0,132458.09999999998
9892159,3,27.0,18.0,48.0,18.0,73.5,F,2.0,43363.05
1289046,3,27.0,18.0,48.0,24.0,57.5,M,2.0,1296661.47
8512066,3,27.0,18.0,48.0,10.0,60.5,M,2.0,1570831.2
4388076,8,32.0,8.0,48.0,10.0,52.0,F,2.0,30359.45
3362778,3,27.0,18.0,48.0,10.0,61.0,F,2.0,127314.89
2351870,3,27.0,18.0,48.0,17.0,44.5,F,4.0,140024.02000000002
7196862,3,27.0,18.0,48.0,12.0,76.0,M,2.0,594379.63
9159465,3,27.0,18.0,48.0,17.0,60.5,M,2.0,23890.76
6217298,3,27.0,18.0,48.0,9.0,31.5,M,2.0,37188.94
5847341,3,27.0,18.0,48.0,12.0,66.0,F,2.0,134959.25
4563407,3,27.0,18.0,48.0,11.0,57.5,M,2.0,51627.08
175752,6,30.0,12.0,48.0,33.0,69.5,F,4.0,356141.94
6690524,3,27.0,18.0,48.0,18.0,51.5,F,3.0,41647.26
2471025,3,27.0,18.0,48.0,18.0,41.5,M,3.0,523416.14
60802,3,27.0,18.0,48.0,32.0,55.0,F,3.0,476154.24
3665407,4,28.0,16.0,48.0,24.0,79.5,F,2.0,147394.25
7453646,3,27.0,18.0,48.0,30.0,46.0,M,2.0,100299.21
5375087,3,27.0,18.0,48.0,15.0,65.5,M,3.0,70573.73
7343984,3,27.0,18.0,48.0,16.0,53.5,F,2.0,47487.05
8609229,4,28.0,16.0,48.0,12.0,52.5,F,2.0,81747.92
150095,3,27.0,18.0,48.0,8.0,26.5,M,2.0,42303.69
3378764,3,27.0,18.0,48.0,12.0,56.0,M,2.0,433465.31
3639066,3,27.0,18.0,48.0,21.0,41.5,M,3.0,759451.18
8609253,3,27.0,18.0,48.0,26.0,51.5,F,3.0,1745813.15
4399065,3,27.0,18.0,48.0,16.0,54.5,M,2.0,28378.48
5815975,3,27.0,18.0,48.0,12.0,63.5,M,2.0,254071.22
5368842,3,27.0,18.0,48.0,11.0,27.0,M,3.0,99203.52
6288259,3,27.0,18.0,48.0,12.0,25.5,F,2.0,25765.9
2638887,4,28.0,16.0,48.0,8.0,33.5,M,2.0,195331.13
6993367,4,28.0,16.0,48.0,20.0,60.0,M,3.0,676416.88
1398109,3,27.0,18.0,48.0,11.0,63.5,F,2.0,265185.29
5886983,3,27.0,18.0,48.0,14.0,33.5,M,2.0,78707.23
9296843,8,32.0,8.0,48.0,15.0,80.0,M,3.0,228189.17
2555657,3,27.0,18.0,48.0,30.0,65.5,F,2.0,122220.68
2361360,3,27.0,18.0,48.0,23.0,61.0,F,2.0,48251.32
3656126,3,27.0,18.0,48.0,6.0,28.0,M,2.0,43857.22
6618240,3,27.0,18.0,48.0,14.0,40.5,M,2.0,106219.06
4376856,4,28.0,16.0,48.0,6.0,42.0,F,3.0,111264.01
7940723,3,27.0,18.0,48.0,10.0,58.5,F,2.0,200609.32
5383103,3,27.0,18.0,48.0,19.0,57.5,M,2.0,455081.91
1085768,3,27.0,18.0,48.0,16.0,50.5,M,2.0,266354.65
9331684,3,27.0,18.0,48.0,17.0,47.0,M,2.0,32722.21
6257728,3,27.0,18.0,48.0,33.0,69.5,M,2.0,581684.67
6325731,3,27.0,18.0,48.0,9.0,24.5,M,3.0,120212.72
7392757,3,27.0,18.0,48.0,15.0,34.5,M,2.0,121130.97
3486894,3,27.0,18.0,48.0,15.0,55.0,M,4.0,163040.15000000002
1087333,3,27.0,18.0,48.0,14.0,53.0,F,4.0,666536.37
5342626,3,27.0,18.0,48.0,11.0,23.5,M,2.0,48126.83
228465,3,27.0,18.0,48.0,21.0,55.5,F,3.0,205735.73
1229899,4,28.0,16.0,48.0,23.0,52.5,F,2.0,31490.39
9341159,3,27.0,18.0,48.0,26.0,57.5,F,2.0,102162.42
1461086,3,27.0,18.0,48.0,14.0,42.0,F,2.0,80473.14
5240250,3,27.0,18.0,48.0,10.0,62.0,F,2.0,159944.96000000002
1275765,6,30.0,12.0,48.0,21.0,47.5,F,2.0,46135.16
5001947,3,27.0,18.0,48.0,10.0,54.0,M,2.0,130411.18
6254175,3,27.0,18.0,48.0,15.0,50.5,M,2.0,66472.79000000001
9974466,3,27.0,18.0,48.0,9.0,57.5,F,2.0,532825.34
213006,3,27.0,18.0,48.0,16.0,35.0,M,3.0,54993.17999999999
6259825,3,27.0,18.0,48.0,9.0,30.0,F,4.0,120239.95
8516900,3,27.0,18.0,48.0,36.0,75.5,M,4.0,1221214.99
2319061,3,27.0,18.0,48.0,10.0,52.5,F,2.0,31256.32
9882516,3,27.0,18.0,48.0,4.0,53.5,F,2.0,237505.63
4998187,3,27.0,18.0,48.0,26.0,56.5,M,3.0,575886.3400000001
9149605,3,27.0,18.0,48.0,8.0,29.0,M,2.0,31580.77
3349220,3,27.0,18.0,48.0,16.0,37.5,M,4.0,635355.43
6694519,3,27.0,18.0,48.0,12.0,35.0,M,2.0,120678.09
6608139,3,27.0,18.0,48.0,22.0,45.5,F,3.0,83018.92
2667527,3,27.0,18.0,48.0,9.0,55.5,F,2.0,687289.3400000001
5388733,6,30.0,12.0,48.0,10.0,55.0,F,2.0,73711.87
9877834,6,30.0,12.0,48.0,17.0,39.5,M,4.0,70164.86
3346525,3,27.0,18.0,48.0,5.0,48.5,M,2.0,159956.88
6968914,3,27.0,18.0,48.0,5.0,22.5,F,2.0,56022.49
59802,4,28.0,16.0,48.0,14.0,38.5,M,2.0,1791639.18
3342974,3,27.0,18.0,48.0,10.0,35.0,M,2.0,124795.87
2326659,3,27.0,18.0,48.0,28.0,58.5,M,3.0,961708.53
6391313,8,32.0,8.0,48.0,13.0,59.0,F,2.0,34580.11
1392842,3,27.0,18.0,48.0,13.0,58.5,F,2.0,25751.02
5262516,3,27.0,18.0,48.0,21.0,20.5,M,3.0,46922.35
2301328,3,27.0,18.0,48.0,15.0,41.0,F,3.0,97821.28
2433455,3,27.0,18.0,48.0,14.0,74.0,M,2.0,532161.36
6367708,3,27.0,18.0,48.0,13.0,26.0,M,3.0,46104.52
8008969,3,27.0,18.0,48.0,13.0,65.5,M,2.0,30686.93
6368153,3,27.0,18.0,48.0,5.0,59.5,M,2.0,481497.05
8493081,3,27.0,18.0,48.0,17.0,48.5,M,2.0,160866.75
3590454,3,27.0,18.0,48.0,20.0,68.5,F,2.0,156109.43
9193304,3,27.0,18.0,48.0,21.0,53.5,F,3.0,149748.99
4444191,4,28.0,16.0,48.0,9.0,30.0,F,2.0,31689.22
1183486,4,28.0,16.0,48.0,13.0,62.5,F,2.0,279629.63
5860565,4,28.0,16.0,48.0,15.0,53.5,M,2.0,50899.87
5352731,3,27.0,18.0,48.0,14.0,44.5,F,2.0,125757.14
5867763,3,27.0,18.0,48.0,20.0,59.5,M,4.0,561655.41
5803947,3,27.0,18.0,48.0,14.0,78.0,F,2.0,461039.11
9935587,3,27.0,18.0,48.0,14.0,55.5,F,2.0,28909.41
1343618,3,27.0,18.0,48.0,12.0,36.0,F,2.0,40302.32
7192154,6,30.0,12.0,48.0,16.0,70.5,F,2.0,121550.15
9946099,3,27.0,18.0,48.0,15.0,56.5,M,2.0,199919.35
6936822,6,30.0,12.0,48.0,8.0,38.5,F,3.0,155481.84999999998
1193812,3,27.0,18.0,48.0,15.0,40.5,M,3.0,527601.21
3382291,4,28.0,16.0,48.0,14.0,76.5,M,2.0,217457.07
1200050,3,27.0,18.0,48.0,14.0,57.0,M,2.0,53907.24
7925863,3,27.0,18.0,48.0,17.0,51.5,M,3.0,99180.15
76429,3,27.0,18.0,48.0,18.0,29.0,M,2.0,41369.28999999999
6640692,6,30.0,12.0,48.0,3.0,63.5,F,2.0,916027.67
7920414,6,30.0,12.0,48.0,39.0,59.5,M,2.0,119141.12
9258595,3,27.0,18.0,48.0,9.0,56.5,M,2.0,35125.68
1319026,3,27.0,18.0,48.0,14.0,35.0,M,2.0,41387.39
3563683,3,27.0,18.0,48.0,8.0,61.5,F,2.0,37215.11
3568302,3,27.0,18.0,48.0,12.0,69.0,F,3.0,225198.71
6980355,3,27.0,18.0,48.0,10.0,35.5,M,2.0,69695.34
2443684,6,30.0,12.0,48.0,14.0,49.0,F,2.0,158028.57
79669,3,27.0,18.0,48.0,15.0,61.0,M,2.0,441028.66
1324004,3,27.0,18.0,48.0,23.0,63.0,M,4.0,492511.5
8000734,3,27.0,18.0,48.0,4.0,35.0,M,2.0,31412.7
6367474,3,27.0,18.0,48.0,10.0,40.5,M,3.0,115972.03
5859430,3,27.0,18.0,48.0,9.0,65.5,M,2.0,435538.5
8504197,3,27.0,18.0,48.0,20.0,40.5,M,2.0,118127.34
8586053,3,27.0,18.0,48.0,12.0,67.5,F,2.0,315876.14
7410185,6,30.0,12.0,48.0,12.0,76.0,M,4.0,145082.01
8492564,3,27.0,18.0,48.0,24.0,67.0,M,2.0,58916.32
1220365,8,32.0,8.0,48.0,8.0,67.5,M,2.0,341726.49
120830,3,27.0,18.0,48.0,21.0,52.5,F,2.0,281501.51
3455403,4,28.0,16.0,48.0,8.0,55.0,M,2.0,73520.62
1374023,3,27.0,18.0,48.0,7.0,68.5,M,2.0,49898.76
2615550,3,27.0,18.0,48.0,14.0,48.5,F,2.0,118594.5
3394004,3,27.0,18.0,48.0,14.0,30.5,M,2.0,37200.7
9924413,6,30.0,12.0,48.0,14.0,58.5,F,2.0,31578.1
9924218,3,27.0,18.0,48.0,18.0,33.5,M,2.0,26961.27
8470247,4,28.0,16.0,48.0,25.0,53.0,F,2.0,362498.78
5353469,4,28.0,16.0,48.0,11.0,72.0,M,2.0,33917.56
8469485,6,30.0,12.0,48.0,16.0,49.5,F,2.0,25132.06
9955052,3,27.0,18.0,48.0,26.0,56.0,M,3.0,317596.08
7431082,6,30.0,12.0,48.0,11.0,32.5,M,3.0,97099.58
2386323,3,27.0,18.0,48.0,11.0,36.5,M,2.0,37515.74
4406929,3,27.0,18.0,48.0,18.0,40.5,M,2.0,38620.82
8461220,3,27.0,18.0,48.0,15.0,41.5,M,3.0,66496.76
4400106,3,27.0,18.0,48.0,17.0,65.5,F,2.0,83082.98999999999
9179508,6,30.0,12.0,48.0,8.0,66.0,M,2.0,208743.48
4551472,3,27.0,18.0,48.0,18.0,41.5,F,3.0,124477.2
3621077,4,28.0,16.0,48.0,15.0,60.0,F,2.0,34106.95
5875104,3,27.0,18.0,48.0,12.0,34.5,M,3.0,40943.16
3408073,4,28.0,16.0,48.0,11.0,54.5,F,2.0,49623.33
94552,3,27.0,18.0,48.0,23.0,67.0,M,4.0,1516124.85
4548464,4,28.0,16.0,48.0,12.0,59.5,F,2.0,38115.87
5335619,3,27.0,18.0,48.0,8.0,46.5,M,2.0,78154.91
3403877,3,27.0,18.0,48.0,13.0,26.5,F,2.0,1383870.6
3401928,3,27.0,18.0,48.0,29.0,65.5,M,3.0,110627.78
8588731,3,27.0,18.0,48.0,13.0,33.5,F,2.0,87437.14
